Proposal #,Total Sponsor Costs,Total Direct Costs,Total Indirect Costs,Total Project Cost
25-0450-P0001,,,,
25-0450-P0001,,,,
25-0450-P0001,,,,
25-0450-P0001,,,,
25-0450-P0001,,,,
25-0450-P0001,,,,
25-0450-P0001,,,,
23-0619-P0001,,,,
23-0619-P0001,,,,
25-0450-P0001,,,,
25-0450-P0001,,,,
25-0118-P0001,199928,145722,54206,199928
25-0118-P0001,,,,
25-0118-P0001,,,,
25-0118-P0001,,,,
25-0118-P0001,,,,
25-0118-P0001,,,,
25-0118-P0001,,,,
23-1871-P0001,99903,84854,15049,99903
23-1871-P0001,,,,
23-1871-P0001,,,,
23-1871-P0001,,,,
23-1871-P0001,,,,
23-1871-P0001,,,,
23-1871-P0001,,,,
23-1874-P0001,99938,72417,27521,99938
23-1874-P0001,,,,
23-1874-P0001,,,,
23-1874-P0001,,,,
23-1874-P0001,,,,
23-1874-P0001,,,,
23-1874-P0001,,,,
23-1874-P0001,,,,
24-1090-P0001,499808,370174,129635,499808
24-1090-P0001,,,,
24-1090-P0001,,,,
24-1090-P0001,,,,
24-1090-P0001,,,,
24-1090-P0001,,,,
24-1090-P0001,,,,
24-1090-P0001,,,,
24-1090-P0001,,,,
23-0669-P0001,,,,
23-0669-P0001,,,,
23-1302-P0001,,,,
23-1302-P0001,,,,
23-0987-P0001,,,,
23-0987-P0001,,,,
23-0233-P0001,,,,
23-0233-P0001,,,,
24-0467-P0001,,,,
24-0467-P0001,,,,
24-0467-P0001,,,,
24-0467-P0001,,,,
24-0467-P0001,,,,
24-0467-P0001,,,,
23-0415-P0001,,,,
23-0415-P0001,,,,
23-0755-P0001,,,,
23-0755-P0001,,,,
23-0466-P0001,,,,
23-0466-P0001,,,,
23-0447-P0002,30000,25532,4468,30000
23-0447-P0002,,,,
23-0447-P0002,,,,
23-0447-P0002,,,,
23-0447-P0002,,,,
23-0969-P0001,,,,
23-0969-P0001,,,,
23-0469-P0001,,,,
23-0469-P0001,,,,
23-1027-P0001,,,,
23-1027-P0001,,,,
24-0241-P0001,,,,
24-0241-P0001,,,,
23-1590-P0001,473773,337556,136217,473773
23-1590-P0001,,,,
23-1590-P0001,,,,
23-1590-P0001,,,,
23-1590-P0001,,,,
23-1590-P0001,,,,
23-1590-P0001,,,,
23-1590-P0001,,,,
23-1590-P0001,,,,
23-1590-P0001,,,,
23-1590-P0001,,,,
23-1590-P0001,,,,
23-1590-P0001,,,,
24-0265-P0001,,,,
24-0265-P0001,,,,
23-0636-P0001,,,,
23-0636-P0001,,,,
24-0234-P0001,,,,
24-0234-P0001,,,,
24-0042-P0001,103000.37,103000.37,0,148835.53
24-0042-P0001,,,,
24-0042-P0001,,,,
24-0042-P0001,,,,
24-0042-P0001,,,,
23-1669-P0002,,,,
23-1669-P0002,,,,
23-1669-P0002,,,,
24-0873-P0001,45928,31784,14144,45928
24-0873-P0001,,,,
24-0873-P0001,,,,
24-0873-P0001,,,,
24-0873-P0001,,,,
24-0873-P0001,,,,
23-1290-P0001,,,,
23-1290-P0001,,,,
23-0531-P0001,,,,
23-0531-P0001,,,,
24-0460-P0001,616944,616944,0,616944
24-0460-P0001,,,,
24-0460-P0001,,,,
24-0460-P0001,,,,
24-0460-P0001,,,,
24-0460-P0001,,,,
24-0460-P0001,,,,
24-0460-P0001,,,,
24-0460-P0001,,,,
24-0460-P0001,,,,
24-0460-P0001,,,,
24-0460-P0001,,,,
24-0037-P0001,6587,6587,0,6587
24-0037-P0001,,,,
24-0037-P0001,,,,
24-0037-P0001,,,,
24-0037-P0001,,,,
24-0037-P0001,,,,
24-0037-P0001,,,,
23-1516-P0001,500000,416667,83333,500000
23-1516-P0001,,,,
23-1516-P0001,,,,
23-1516-P0001,,,,
23-1516-P0001,,,,
24-0319-P0001,37500,31250,6250,50000
24-0319-P0001,,,,
24-0319-P0001,,,,
24-0319-P0001,,,,
24-0319-P0001,,,,
24-0319-P0001,,,,
24-0319-P0001,,,,
24-0319-P0001,,,,
24-0319-P0001,,,,
24-0279-P0001,,,,
24-0279-P0001,,,,
23-0321-P0001,,,,
23-0321-P0001,,,,
23-1861-P0001,6000,6000,0,6000
23-1861-P0001,,,,
23-1861-P0001,,,,
23-1861-P0001,,,,
23-1861-P0001,,,,
23-1861-P0001,,,,
23-1861-P0001,,,,
23-1861-P0001,,,,
23-1861-P0001,,,,
23-1861-P0001,,,,
23-1861-P0001,,,,
23-0989-P0001,,,,
23-0989-P0001,,,,
24-0866-P0001,28200,23500,4700,28200
24-0866-P0001,,,,
24-0866-P0001,,,,
24-0866-P0001,,,,
24-0866-P0001,,,,
24-0866-P0001,,,,
24-0866-P0001,,,,
24-0209-P0001,,,,
24-0209-P0001,,,,
24-0824-P0001,100000,69204,30796,100000
24-0824-P0001,,,,
24-0824-P0001,,,,
24-0824-P0001,,,,
24-0824-P0001,,,,
24-0824-P0001,,,,
24-0824-P0001,,,,
24-0824-P0001,,,,
24-0824-P0001,,,,
24-0824-P0001,,,,
24-0824-P0001,,,,
24-0824-P0001,,,,
24-0824-P0001,,,,
23-1456-P0001,,,,
23-1456-P0001,,,,
23-1506-P0001,25000,25000,0,25000
23-1506-P0001,,,,
23-1506-P0001,,,,
23-1506-P0001,,,,
23-1506-P0001,,,,
23-0216-P0001,,,,
23-0216-P0001,,,,
23-0822-P0001,,,,
23-0822-P0001,,,,
24-0478-P0001,299974,217950,82024,299974
24-0478-P0001,,,,
24-0478-P0001,,,,
24-0478-P0001,,,,
24-0478-P0001,,,,
24-0478-P0001,,,,
24-0478-P0001,,,,
24-0871-P0001,1500,1500,0,1500
24-0871-P0001,,,,
24-0871-P0001,,,,
24-0871-P0001,,,,
24-0871-P0001,,,,
24-0871-P0001,,,,
24-0669-P0002,10505760,7500000,3005760,
24-0669-P0002,,,,
24-0669-P0002,,,,
24-0669-P0002,,,,
24-0669-P0002,,,,
24-0669-P0002,,,,
24-0669-P0002,,,,
24-0669-P0002,,,,
24-0669-P0002,,,,
24-0669-P0002,,,,
24-0669-P0002,,,,
24-0669-P0002,,,,
24-0669-P0002,,,,
24-0669-P0002,,,,
24-0669-P0002,,,,
24-0669-P0002,,,,
24-0669-P0002,,,,
24-0669-P0002,,,,
24-0669-P0002,,,,
23-0053-P0001,,,,
23-0053-P0001,,,,
24-0901-P0001,44428.19,32753.12,11675.07,44428.19
24-0901-P0001,,,,
24-0901-P0001,,,,
24-0901-P0001,,,,
24-0901-P0001,,,,
24-0901-P0001,,,,
24-0901-P0001,,,,
24-0901-P0001,,,,
24-0901-P0001,,,,
24-0462-P0001,20100,15000,5100,20100
24-0462-P0001,,,,
24-0462-P0001,,,,
24-0462-P0001,,,,
24-0462-P0001,,,,
24-0462-P0001,,,,
24-0462-P0001,,,,
24-0462-P0001,,,,
24-0462-P0001,,,,
23-0959-P0001,,,,
23-0959-P0001,,,,
23-0309-P0001,,,,
23-0309-P0001,,,,
25-0100-P0001,347012.34,347012.34,0,347012.34
25-0100-P0001,,,,
25-0100-P0001,,,,
25-0100-P0001,,,,
25-0100-P0001,,,,
25-0100-P0001,,,,
25-0100-P0001,,,,
24-0762-P0001,,,,4000
24-0762-P0001,,,,
24-0762-P0001,,,,
24-0762-P0001,,,,
24-0762-P0001,,,,
24-0762-P0001,,,,
24-0762-P0001,,,,
24-0943-P0001,$339937,$263213,$76724,$339937
24-0943-P0001,,,,
24-0943-P0001,,,,
24-0943-P0001,,,,
24-0943-P0001,,,,
24-0943-P0001,,,,
24-0943-P0001,,,,
24-0943-P0001,,,,
24-0943-P0001,,,,
24-0943-P0001,,,,
24-0943-P0001,,,,
24-0943-P0001,,,,
23-0657-P0001,,,,
23-0657-P0001,,,,
23-1761-P0001,1405636,1000000,405636,1405636
23-1761-P0001,,,,
23-1761-P0001,,,,
23-1761-P0001,,,,
23-1761-P0001,,,,
24-0411-P0001,40065.15,34098,5967.15,40065.15
24-0411-P0001,,,,
24-0411-P0001,,,,
24-0411-P0001,,,,
24-0411-P0001,,,,
24-0411-P0001,,,,
24-0411-P0001,,,,
24-0411-P0001,,,,
24-0411-P0001,,,,
24-0411-P0001,,,,
24-0411-P0001,,,,
24-0411-P0001,,,,
23-1365-P0001,,,,
23-1365-P0001,,,,
23-1621-P0001,450923,375769,75154,450923
23-1621-P0001,,,,
23-1409-P0001,,,,
23-1409-P0001,,,,
23-1621-P0001,,,,
23-1621-P0001,,,,
23-1621-P0001,,,,
23-1621-P0001,,,,
23-1621-P0001,,,,
23-0312-P0001,,,,
23-0312-P0001,,,,
23-0858-P0001,,,,
23-0858-P0001,,,,
25-0075-P0001,648559,542757,105802,686246
25-0075-P0001,,,,
25-0075-P0001,,,,
25-0075-P0001,,,,
25-0075-P0001,,,,
23-0602-P0001,,,,
23-0602-P0001,,,,
24-0676-P0001,12825,12825,0,12825
24-0676-P0001,,,,
24-0676-P0001,,,,
24-0676-P0001,,,,
24-0676-P0001,,,,
24-0676-P0001,,,,
24-0676-P0001,,,,
24-0676-P0001,,,,
24-0676-P0001,,,,
24-0676-P0001,,,,
24-1000-P0001,88732,80665,8067,88732
24-1000-P0001,,,,
24-1000-P0001,,,,
24-1000-P0001,,,,
24-1000-P0001,,,,
24-1000-P0001,,,,
24-1000-P0001,,,,
24-1000-P0001,,,,
24-1000-P0001,,,,
24-1000-P0001,,,,
24-1000-P0001,,,,
24-1000-P0001,,,,
24-1081-P0001,,,,
24-1081-P0001,,,,
24-1081-P0001,,,,
24-0185-P0001,,,,
24-0185-P0001,,,,
23-0651-P0001,,,,
23-0651-P0001,,,,
23-1347-P0001,,,,
23-1347-P0001,,,,
23-0346-P0001,,,,
23-0346-P0001,,,,
24-0217-P0001,,,,
24-0217-P0001,,,,
24-0614-P0001,29993,29696,297,29993
24-0614-P0001,,,,
24-0614-P0001,,,,
24-0614-P0001,,,,
24-0614-P0001,,,,
24-0614-P0001,,,,
24-0614-P0001,,,,
24-0614-P0001,,,,
24-0614-P0001,,,,
24-0614-P0001,,,,
23-0163-P0001,,,,
23-0163-P0001,,,,
23-0143-P0001,,,,
23-0143-P0001,,,,
23-1743-P0002,$110000.00 ,$82089.55 ,$27910.45 ,$110000.00 
23-1743-P0002,,,,
23-1743-P0002,,,,
23-1743-P0002,,,,
23-1743-P0002,,,,
23-1743-P0002,,,,
23-1743-P0002,,,,
23-1743-P0002,,,,
23-1743-P0002,,,,
23-1743-P0002,,,,
23-1743-P0002,,,,
23-1743-P0002,,,,
23-1743-P0002,,,,
23-1743-P0002,,,,
24-1075-P0001,98642,87315,11327,98642
24-1075-P0001,,,,
24-1075-P0001,,,,
24-1075-P0001,,,,
24-1075-P0001,,,,
24-1075-P0001,,,,
24-1075-P0001,,,,
24-1075-P0001,,,,
25-0294-P0001,2611692,2408530,203161,2611692
25-0294-P0001,,,,
25-0294-P0001,,,,
25-0294-P0001,,,,
25-0294-P0001,,,,
25-0294-P0001,,,,
25-0326-P0001,60742,60742,0,60742
25-0326-P0001,,,,
25-0326-P0001,,,,
25-0326-P0001,,,,
25-0326-P0001,,,,
25-0326-P0001,,,,
23-1665-P0001,599714,449175,150539,599714
23-1665-P0001,,,,
23-1665-P0001,,,,
23-1665-P0001,,,,
23-1665-P0001,,,,
23-1127-P0001,,,,
23-1127-P0001,,,,
23-1435-P0001,,,,
23-1435-P0001,,,,
24-0656-P0001,2745747,2015293,730454,6000000
24-0656-P0001,,,,
24-0656-P0001,,,,
24-0656-P0001,,,,
24-0656-P0001,,,,
24-0656-P0001,,,,
24-0656-P0001,,,,
24-0656-P0001,,,,
23-0543-P0001,,,,
23-0543-P0001,,,,
24-1028-P0001,157966,109318,48647,217133
24-1028-P0001,,,,
24-1028-P0001,,,,
24-1028-P0001,,,,
24-1028-P0001,,,,
24-1028-P0001,,,,
24-1028-P0001,,,,
24-1028-P0001,,,,
24-1028-P0001,,,,
24-1028-P0001,,,,
24-1028-P0001,,,,
24-0028-P0001,1069285,739989,329295,1069285
24-0028-P0001,,,,
24-0028-P0001,,,,
24-0028-P0001,,,,
24-0028-P0001,,,,
24-0028-P0001,,,,
24-0028-P0001,,,,
24-0028-P0001,,,,
24-0028-P0001,,,,
24-0028-P0001,,,,
23-0123-P0001,,,,
23-0123-P0001,,,,
23-0150-P0001,,,,
23-0150-P0001,,,,
25-0234-P0001,2117945,1811269,306676,2117945
25-0234-P0001,,,,
25-0234-P0001,,,,
25-0234-P0001,,,,
25-0234-P0001,,,,
25-0234-P0001,,,,
23-0063-P0001,,,,
23-0063-P0001,,,,
25-0097-P0001,375000,375000,62500,375000
25-0097-P0001,,,,
25-0097-P0001,,,,
25-0097-P0001,,,,
25-0097-P0001,,,,
25-0097-P0001,,,,
23-1237-P0001,,,,
23-1237-P0001,,,,
24-0060-P0001,373188,310990,62198,373188
24-0060-P0001,,,,
24-0060-P0001,,,,
24-0060-P0001,,,,
24-0060-P0001,,,,
24-0060-P0001,,,,
24-0060-P0001,,,,
24-0060-P0001,,,,
24-0060-P0001,,,,
25-0041-P0001,82260,57638,24622,67995
25-0041-P0001,,,,
25-0041-P0001,,,,
25-0041-P0001,,,,
25-0041-P0001,,,,
25-0041-P0001,,,,
25-0041-P0001,,,,
25-0041-P0001,,,,
25-0041-P0001,,,,
25-0041-P0001,,,,
25-0041-P0001,,,,
25-0163-P0001,195000,134948,60052,
25-0163-P0001,,,,
25-0163-P0001,,,,
25-0163-P0001,,,,
25-0163-P0001,,,,
23-1114-P0001,,,,
23-1114-P0001,,,,
25-0094-P0001,447850,334027,113823,447850
25-0094-P0001,,,,
25-0094-P0001,,,,
25-0094-P0001,,,,
25-0094-P0001,,,,
25-0094-P0001,,,,
25-0094-P0001,,,,
24-1013-P0001,331719,275000,56719,331719
24-1013-P0001,,,,
24-1013-P0001,,,,
24-1013-P0001,,,,
24-1013-P0001,,,,
24-1013-P0001,,,,
24-1013-P0001,,,,
24-1013-P0001,,,,
24-1013-P0001,,,,
24-1013-P0001,,,,
24-0303-P0001,,,,
24-0303-P0001,,,,
23-0643-P0001,,,,
23-0643-P0001,,,,
23-1755-P0001,,,,
23-1755-P0001,,,,
23-1076-P0001,,,,
23-1076-P0001,,,,
23-0497-P0001,,,,
23-0497-P0001,,,,
23-0429-P0001,,,,
23-0429-P0001,,,,
23-1845-P0001,,,,
23-1845-P0001,,,,
23-1899-P0001,15000000,11371642,3628358,15000000
23-1899-P0001,,,,
23-1899-P0001,,,,
23-1899-P0001,,,,
23-1899-P0001,,,,
23-1899-P0001,,,,
23-1899-P0001,,,,
23-1899-P0001,,,,
23-1899-P0001,,,,
23-1899-P0001,,,,
23-1899-P0001,,,,
23-0940-P0001,,,,
23-0940-P0001,,,,
23-1674-P0001,192904,167743,25161,192904
23-1674-P0001,,,,
23-1674-P0001,,,,
23-1674-P0001,,,,
23-1674-P0001,,,,
23-1674-P0001,,,,
23-0789-P0001,,,,
23-0789-P0001,,,,
23-0476-P0001,,,,
23-0476-P0001,,,,
23-1777-P0002,$1823331,$1331139,$492193,
23-1777-P0002,,,,
23-1777-P0002,,,,
23-1777-P0002,,,,
23-1777-P0002,,,,
23-1777-P0002,,,,
23-1777-P0002,,,,
23-1777-P0002,,,,
23-1777-P0002,,,,
23-1777-P0002,,,,
23-1777-P0002,,,,
23-1777-P0002,,,,
23-1777-P0002,,,,
23-1473-P0001,,,,
23-1473-P0001,,,,
23-0455-P0001,,,,
23-0455-P0001,,,,
23-0707-P0001,,,,
23-0707-P0001,,,,
23-0672-P0001,,,,
23-0672-P0001,,,,
23-1285-P0001,,,,
23-1285-P0001,,,,
23-1100-P0001,,,,
23-1100-P0001,,,,
24-1021-P0002,,,,
24-1021-P0002,,,,
24-0589-P0001,30000,30000,0,30000
24-0589-P0001,,,,
24-0589-P0001,,,,
24-0589-P0001,,,,
24-0589-P0001,,,,
24-0589-P0001,,,,
24-0589-P0001,,,,
24-0589-P0001,,,,
24-0589-P0001,,,,
24-0589-P0001,,,,
24-0187-P0001,,,,
24-0187-P0001,,,,
23-0379-P0001,,,,
23-0379-P0001,,,,
24-0266-P0001,,,,
24-0266-P0001,,,,
24-0020-P0001,84727.29,63229.32,21497.97,84727.29
24-0020-P0001,,,,
24-0020-P0001,,,,
24-0020-P0001,,,,
24-0020-P0001,,,,
23-1556-P0001,33383,28411,5427,33383
23-1556-P0001,,,,
23-1556-P0001,,,,
23-1556-P0001,,,,
23-1556-P0001,,,,
24-0600-P0001,43261,29939,13323,43261
24-0600-P0001,,,,
24-0600-P0001,,,,
24-0600-P0001,,,,
24-0600-P0001,,,,
24-0600-P0001,,,,
24-0600-P0001,,,,
24-0683-P0001,65000,56084,8916,65000
24-0683-P0001,,,,
24-0683-P0001,,,,
24-0683-P0001,,,,
24-0683-P0001,,,,
24-0683-P0001,,,,
24-0683-P0001,,,,
24-0683-P0001,,,,
24-0683-P0001,,,,
24-0683-P0001,,,,
24-0683-P0001,,,,
24-0683-P0001,,,,
24-0683-P0001,,,,
24-0683-P0001,,,,
24-0683-P0001,,,,
24-0683-P0001,,,,
24-0683-P0001,,,,
24-0683-P0001,,,,
24-0683-P0001,,,,
24-0683-P0001,,,,
24-0683-P0001,,,,
24-0683-P0001,,,,
24-0683-P0001,,,,
23-1140-P0001,,,,
23-1140-P0001,,,,
23-0948-P0001,,,,
23-0948-P0001,,,,
24-0482-P0002,255757,255757,0,511514
24-0482-P0002,,,,
24-0482-P0002,,,,
24-0482-P0002,,,,
24-0482-P0002,,,,
24-0482-P0002,,,,
24-0482-P0002,,,,
24-0482-P0002,,,,
24-0216-P0001,,,,
24-0216-P0001,,,,
23-0439-P0001,,,,
23-0439-P0001,,,,
23-0151-P0001,,,,
23-0151-P0001,,,,
24-0742-P0001,12000,12000,0,12000
24-0742-P0001,,,,
24-0742-P0001,,,,
24-0742-P0001,,,,
24-0742-P0001,,,,
24-0742-P0001,,,,
24-0742-P0001,,,,
24-0742-P0001,,,,
24-0742-P0001,,,,
24-0742-P0001,,,,
24-0742-P0001,,,,
24-0742-P0001,,,,
23-0102-P0001,,,,
23-0102-P0001,,,,
25-0345-P0001,300001,219543,80458,300001
25-0345-P0001,,,,
25-0345-P0001,,,,
25-0345-P0001,,,,
25-0345-P0001,,,,
25-0345-P0001,,,,
25-0345-P0001,,,,
25-0467-P0001,40000,40000,0,40000
25-0467-P0001,,,,
25-0467-P0001,,,,
25-0467-P0001,,,,
25-0467-P0001,,,,
25-0467-P0001,,,,
23-1620-P0001,$8998257,$10438528,$809730,$11248258
23-1620-P0001,,,,
23-1620-P0001,,,,
23-1620-P0001,,,,
23-1620-P0001,,,,
23-1620-P0001,,,,
23-1620-P0001,,,,
23-1620-P0001,,,,
23-0921-P0001,,,,
23-0921-P0001,,,,
23-1277-P0001,,,,
23-1277-P0001,,,,
24-0098-P0001,350000,251237,98763,350000
24-0098-P0001,,,,
24-0098-P0001,,,,
24-0098-P0001,,,,
24-0098-P0001,,,,
24-0098-P0001,,,,
24-0098-P0001,,,,
23-1087-P0001,,,,
23-1087-P0001,,,,
24-0916-P0001,1289313.65,1224470.35,381171.72,1611642.07
24-0916-P0001,,,,
24-0916-P0001,,,,
24-0916-P0001,,,,
24-0916-P0001,,,,
24-0916-P0001,,,,
24-0916-P0001,,,,
24-0916-P0001,,,,
24-0916-P0001,,,,
24-0916-P0001,,,,
24-0916-P0001,,,,
24-0916-P0001,,,,
25-0422-P0001,10000,10000,0,10000
25-0422-P0001,,,,
25-0422-P0001,,,,
25-0422-P0001,,,,
25-0422-P0001,,,,
25-0422-P0001,,,,
25-0422-P0001,,,,
25-0422-P0001,,,,
25-0422-P0001,,,,
25-0422-P0001,,,,
25-0422-P0001,,,,
25-0422-P0001,,,,
25-0422-P0001,,,,
25-0422-P0001,,,,
24-0893-P0001,137497,108758,28739,137497
24-0893-P0001,,,,
24-0893-P0001,,,,
24-0893-P0001,,,,
24-0893-P0001,,,,
24-0893-P0001,,,,
24-0893-P0001,,,,
24-0893-P0001,,,,
24-0893-P0001,,,,
24-0893-P0001,,,,
24-0895-P0001,12825,12825,0,12825
24-0895-P0001,,,,
24-0895-P0001,,,,
24-0895-P0001,,,,
24-0895-P0001,,,,
24-0895-P0001,,,,
24-0895-P0001,,,,
24-0895-P0001,,,,
24-0895-P0001,,,,
24-0547-P0001,500000,352722,147278,500000
24-0547-P0001,,,,
24-0547-P0001,,,,
24-0547-P0001,,,,
24-0547-P0001,,,,
24-0547-P0001,,,,
24-0547-P0001,,,,
24-0547-P0001,,,,
24-0547-P0001,,,,
24-0547-P0001,,,,
23-0111-P0001,,,,
23-0111-P0001,,,,
24-0008-P0001,398087,398087,0,398087
24-0008-P0001,,,,
24-0008-P0001,,,,
24-0008-P0001,,,,
24-0008-P0001,,,,
24-0008-P0001,,,,
24-0008-P0001,,,,
24-0008-P0001,,,,
24-0008-P0001,,,,
23-0525-P0001,,,,
23-0525-P0001,,,,
24-0124-P0001,299974.08,240551.93,59422.15, $299974.08
24-0124-P0001,,,,
24-0124-P0001,,,,
24-0124-P0001,,,,
24-0124-P0001,,,,
24-0124-P0001,,,,
24-0124-P0001,,,,
24-0124-P0001,,,,
24-0124-P0001,,,,
24-0124-P0001,,,,
24-0124-P0001,,,,
24-0124-P0001,,,,
24-0124-P0001,,,,
24-0124-P0001,,,,
24-0124-P0001,,,,
24-0124-P0001,,,,
23-0923-P0001,,,,
23-0923-P0001,,,,
23-0238-P0001,,,,
23-0238-P0001,,,,
23-0935-P0001,,,,
23-0935-P0001,,,,
23-1692-P0001,219785,161373,58412,219785
23-1692-P0001,,,,
23-1692-P0001,,,,
23-1692-P0001,,,,
23-1692-P0001,,,,
25-0449-P0001,2751860,1934480,817380,2751860
25-0449-P0001,,,,
25-0449-P0001,,,,
25-0449-P0001,,,,
25-0449-P0001,,,,
25-0449-P0001,,,,
25-0449-P0001,,,,
25-0449-P0001,,,,
25-0449-P0001,,,,
25-0449-P0001,,,,
23-0671-P0001,,,,
23-0671-P0001,,,,
24-0817-P0001,224313,155234,69079,224313
24-0817-P0001,,,,
24-0817-P0001,,,,
24-0817-P0001,,,,
24-0817-P0001,,,,
24-0817-P0001,,,,
24-0817-P0001,,,,
23-0948-P0004,66636,60063.98,6572.02,66636
23-0948-P0004,,,,
23-0948-P0004,,,,
23-0948-P0004,,,,
23-0948-P0004,,,,
23-0815-P0001,,,,
23-0815-P0001,,,,
23-1557-P0001,57831,49217,8613,57831
23-1557-P0001,,,,
23-1557-P0001,,,,
23-1557-P0001,,,,
23-1557-P0001,,,,
23-1154-P0001,,,,
23-1154-P0001,,,,
25-0482-P0001,17867,17867,0,17867
25-0482-P0001,,,,
25-0482-P0001,,,,
25-0482-P0001,,,,
25-0482-P0001,,,,
25-0482-P0001,,,,
25-0482-P0001,,,,
25-0482-P0001,,,,
24-0642-P0001,450000,344132,105868,450000
24-0642-P0001,,,,
24-0642-P0001,,,,
24-0642-P0001,,,,
24-0642-P0001,,,,
24-0642-P0001,,,,
24-0642-P0001,,,,
24-0642-P0001,,,,
24-0642-P0001,,,,
24-0642-P0001,,,,
24-0642-P0001,,,,
24-0642-P0001,,,,
24-0642-P0001,,,,
24-0642-P0001,,,,
24-0642-P0001,,,,
24-0642-P0001,,,,
24-0642-P0001,,,,
24-0642-P0001,,,,
24-0642-P0001,,,,
24-0642-P0001,,,,
25-0414-P0001,1750479,1250000,500478,1806250
25-0414-P0001,,,,
25-0414-P0001,,,,
25-0414-P0001,,,,
25-0414-P0001,,,,
25-0414-P0001,,,,
25-0414-P0001,,,,
25-0414-P0001,,,,
25-0414-P0001,,,,
25-0414-P0001,,,,
24-1052-P0001,2051748,1275006,776742,2565748
24-1052-P0001,,,,
24-1052-P0001,,,,
24-1052-P0001,,,,
24-1052-P0001,,,,
24-1052-P0001,,,,
24-1052-P0001,,,,
24-1052-P0001,,,,
24-1052-P0001,,,,
24-1052-P0001,,,,
24-1052-P0001,,,,
24-1052-P0001,,,,
24-1033-P0001,200000,223881,50746,300000
24-1033-P0001,,,,
24-1033-P0001,,,,
24-1033-P0001,,,,
24-1033-P0001,,,,
24-1033-P0001,,,,
24-1033-P0001,,,,
24-1033-P0001,,,,
24-1033-P0001,,,,
23-0132-P0001,,,,
23-0132-P0001,,,,
23-1109-P0001,,,,
23-1109-P0001,,,,
23-0839-P0001,,,,
23-0839-P0001,,,,
23-1394-P0001,,,,
23-1394-P0001,,,,
23-1390-P0001,,,,
23-1390-P0001,,,,
24-0633-P0001,,185902,73794,
24-0633-P0001,,,,
24-0633-P0001,,,,
24-0633-P0001,,,,
24-0633-P0001,,,,
25-0105-P0001,1000,1000,0,1000
25-0105-P0001,,,,
25-0105-P0001,,,,
25-0105-P0001,,,,
25-0105-P0001,,,,
25-0105-P0001,,,,
25-0105-P0001,,,,
24-0339-P0002,4900,4083,817,4900
24-0339-P0002,,,,
24-0339-P0002,,,,
24-0339-P0002,,,,
24-0339-P0002,,,,
24-0339-P0002,,,,
24-0339-P0002,,,,
24-0339-P0002,,,,
24-0339-P0002,,,,
24-0339-P0002,,,,
24-0080-P0001,2787,2787,0,2787
24-0080-P0001,,,,
24-0080-P0001,,,,
24-0080-P0001,,,,
24-0080-P0001,,,,
23-0568-P0001,,,,
23-0568-P0001,,,,
24-0545-P0001,48968,36544,12424,48968
24-0545-P0001,,,,
24-0545-P0001,,,,
24-0545-P0001,,,,
24-0545-P0001,,,,
24-0545-P0001,,,,
24-0545-P0001,,,,
24-0545-P0001,,,,
23-0326-P0001,,,,
23-0326-P0001,,,,
24-0264-P0001,,,,
23-0640-P0003,72374,,,72374
23-0640-P0003,,,,
23-0640-P0003,,,,
23-0640-P0003,,,,
23-0640-P0003,,,,
24-0264-P0001,,,,
25-0438-P0001,300000,207612.46,92387.54,300000
25-0438-P0001,,,,
25-0438-P0001,,,,
25-0438-P0001,,,,
25-0438-P0001,,,,
25-0438-P0001,,,,
24-0809-P0001,1806250,1250000,556250,1806250
24-0809-P0001,,,,
24-0809-P0001,,,,
24-0809-P0001,,,,
24-0809-P0001,,,,
24-0809-P0001,,,,
24-0963-P0002,36634,31177.87,5456.13,36634
24-0963-P0002,,,,
24-0963-P0002,,,,
24-0963-P0002,,,,
24-0963-P0002,,,,
23-1497-P0002,365944,365944,0,365944
23-1497-P0002,,,,
23-1497-P0002,,,,
23-1497-P0002,,,,
23-1497-P0002,,,,
23-1497-P0002,,,,
23-1497-P0002,,,,
23-1497-P0002,,,,
23-1497-P0002,,,,
23-1497-P0002,,,,
23-1497-P0002,,,,
23-1497-P0002,,,,
23-1672-P0001,1806250,1250000,556250,1806250
23-1672-P0001,,,,
23-1672-P0001,,,,
23-1672-P0001,,,,
23-1672-P0001,,,,
23-1672-P0001,,,,
24-0101-P0001,601031,557233,43798,601031
24-0101-P0001,,,,
24-0101-P0001,,,,
24-0101-P0001,,,,
24-0101-P0001,,,,
24-0101-P0001,,,,
24-0101-P0001,,,,
24-0101-P0001,,,,
23-0222-P0001,,,,
23-0222-P0001,,,,
23-1102-P0001,,,,
23-1102-P0001,,,,
23-0696-P0001,,,,
23-0696-P0001,,,,
23-1256-P0001,,,,
23-1256-P0001,,,,
23-0608-P0001,,,,
23-0608-P0001,,,,
23-1038-P0001,,,,
23-1038-P0001,,,,
24-0490-P0001,24635.32,18384.76,6250.56,24635.32
24-0490-P0001,,,,
24-0490-P0001,,,,
24-0490-P0001,,,,
24-0490-P0001,,,,
24-0490-P0001,,,,
24-0490-P0001,,,,
24-0490-P0001,,,,
24-0490-P0001,,,,
24-0490-P0001,,,,
24-0490-P0001,,,,
24-0490-P0001,,,,
24-0490-P0001,,,,
24-0490-P0001,,,,
23-0558-P0001,,,,
23-0558-P0001,,,,
25-0317-P0001,600000,429861,170139,750000
25-0317-P0001,,,,
25-0317-P0001,,,,
25-0317-P0001,,,,
